"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
467,Chattering of collector ring brushes on a generator may be remedied by,re-insulating the brushes,lubricating brush holders,cleaning the collector rings,increasing length of pigtail,C
468,Chattering of the collector ring brushes on a generator may be remedied by __________.,lubricating brush holders,re-insulating the brushes,cleaning the collector rings,increasing length of pigtail,C
469,Cleaning of electrical insulation should be __________.,done every six months,accomplished every 12 months,determined by need and not the calendar,performed whenever the electrician is not otherwise busy,C
470,Conductor resistance may be INDIRECTLY measured by using a/an __________.,voltmeter only,ammeter only,voltmeter and an ammeter,frequency meter,C
471,Controller contacts should be routinely cleaned by __________.,blowing with compressed air,filing with a bastard file,wiping with a clean dry cloth,dressing with crocus cloth,C
472,Copper is often used as an electrical conductor because it  __________., partial ground,has a highly polished surface,is able to pass current with little opposition,holds insulation together well,C
473,Copper is often used as an electrical conductor because it  __________.,Control pressure,has a highly polished surface,is able to pass current with little opposition,holds insulation together well,C
474,Copper is often used as an electrical conductor because it________________.,eddy currents in the armature core,has a high polished surface,is able to pass current with little opposition,hold insulation together well,C
475,Counter EMF is measures in_____________.,amps ,ohms,volts,coulombs,C
476,Coves for lighting fixtures shall have adequate space and shall be so located that the lamps and equipment can be properly installed and  ___________.,protected from physical damage,tested,maintained,inspected,C
477,Current flowing in only one direction is called __________.,alternating current,omni-directional current,direct current,sinusoidal current,C
478,D.C generators are rated in:,KVA,KwA,Kw,HP,C
479,D.C. propulsion motor brush pressure depends on the brush grade used and in practice is set with a __________.,multimeter,manometer,spring scale,compound gauge,C
480,Diesel generators 1 and 2 are operating in parallel at near full load. Diesel generator 1 suddenly trips out mechanically on low lube oil pressure. The reverse power relay properly and trips generator 1 of the board electrically. What should you do now?,start the emergency generator,ascertain cause of low lube oil,strip the board of all non vital circuits,"secure alarms, reset reverse power relay and start #1 engine",C
481,Diesel generators 1 and 2 are operating in parallel at near full load. Diesel generator 1 suddenly trips out mechanically on low lube oil pressure. The reverse power relay properly and trips generator 1 of the board electrically. What should you do now?,start the emergency generator,ascertain cause of low lube coil,strip the board of all non vital circuits,"secure alarms, reset reverse power relay and start #1 engine",C
482,Direct current generators are fitted with interpoles to?,Reduce load on the main poles,Reduce tension on the brushes,Reduce sparking,Prevent motorizing,C
483,Dirty lead-acid type batteries should be cleaned of with:,soap and water,sodium chloride,baking soda (sodium bicarbonate),potassium hrydroxide,C
484,"During discharge of a lead-acid storage battery, which of the following actions occurs?",The acid becomes stronger.,Both plates change chemically to ammonium chloride.,The acid becomes weaker.,Hydrogen gas is liberated.,C
485,"During maintenance of circuit breakers, __________.",always smooth roughened contact surfaces with a file,never pass more than rated breaker current through the overload heater element,inspect for wear and misalignment of main contacts,assume heater elements installed are of correct size,C
