FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
392,Class C fire would happen in:,bedding,paint,a generator,none of the above,C
393,"Clean air standards, referred to as 'Grade D', apply to compressed air for use in __________.",high pressure fluid accumulators,driving air powered plunger pumps,filling open circuit breathing systems,bladder type accumulators,C
394,CO2 cylinders equipped with pressure actuated discharge heads will discharge automatically when __________.,the discharge valve is open,the control box glass is broken,pressure from the control cylinders is initially detected,the control cylinders have been completely discharged,C
395,"Cold Work"" is defined as:",Work done with winter outfit for frost bite tendency,When the temperature drops below freezing,Work that can cause sparks when using a hammer/scrapper or other such tools,Works on a very cold temperature and cold weather,C
396,Combustible gas indicators are used to detect flammable gases or vapors present in a tank. This is accomplished by an intricate instrument incorporating a/an:,inflatable bag,sensitive liquid chemical,heated filament,vapor detecting carbon compound,C
397,Combustible gas indicators measure the concentration of combustible gases as a percentage of the lower explosive limit of the gas.  If the hydrocarbon content of the sample exceeds the upper explosive limit __________.,the needle will rise slowly to and remain at the maximum reading,the needle will move rapidly to and remain at the maximum reading,the needle will move to the maximum reading and return back to zero,it will not be detected,C
398,Combustible gas indicators measure the presence of  combustible gases as a percentage of the __________.,flash point,upper explosive limit,lower explosive limit,fire point,C
399,Considred a class C fire if it is burning:,magnesium,damage,electrical,none of the above,C
400,Control valves for a CO2 fire extinguishing system may be located within the protected space when __________.,it is impractical to locate them outside,there is also a control valve outside,the CO2 cylinders are also in the space,an automatic heat sensing trip is installed,C
401,Convection spreads a fire as a result of ,transmitting the heat of a fire through the ship's metal,burning liquids flowing into another space,heated gasses flowing through ventilation systems,the transfer of heat across unobstructed space,C
402,Coordination is the process ______ the objectives and activities of the separate units of an organization in order to achieve organizational goals efficiently.,Meeting,Continuing,Integrating  ,Separating,C
403,Crew has suffered a burn on the arm. There is a reddening of the skin but no other apparent damage. This is an example of _.,Minor burn,extremity burn,first degree burn,none of the above,C
404,Deck beams on a MODU are generally spaced at equal intervals and run:,longitudinally,vertically,transversely,intermittently,C
405,Developing plans for damage control following a shipboard emergency include which statement below?,Possible damage scenarios are identified and methods of damage control are copied by the vessel's management team from other vessel,"Plans of action for dealing with shipboard damage, particularly that involving the integrity of the vessel's hull, are developed by the vessel's management team in accordance with UNCLOS",Planned damage control procedures for dealing with damage to the vessel and its hull are documented as per company and regulatory requirements,Appropriate resources are organized in readiness for possible employment should there be a shortage of manpower  of the vessel during an emergency,C
406,Dry chemical fire extinguishers may be effectively used on which of the listed classes of fires?,"Class ""A"" only","Class ""B"" only","Class ""B"" and ""C"" only","Class ""A"" and ""C"" only",C
407,"Dry Powder fire extinguishers, which contain a mixture of graphite and sodium chloride as the extinguishing agent, are generally used to fight which type of fire?",Class B,Class C,Class D,all of the above,C
408,"During an evacuation from a VESSEL, an individual without the option of a survival craft or liferaft should enter the water on the leeward side, except when __________.",there is a rescue craft in the area,water temperature is below 40°F,there is a severe list to the windward side of the VESSEL,a rigid survival craft is in the area,C
409,Each crew on the ship has a designated are to proceed to in the event of a fire. This duty is shown clearly on the ship,Shipping articles,Certificate of inspection,Station bill,none of the above,C
410,Each fireman's outfit and its spare equipment on a VESSEL must be stowed __________.,in a locked cabinet in the machinery space,in an unlocked cabinet in the machinery space,in a separate and accessible location,at a fire hydrant location,C
411,"Except in rare cases, it is impossible to extinguish a shipboard fire by __________.",removing the heat,removing the oxygen,removing the fuel,interrupting the chain reaction,C
412,Fighting an oil rig fire in a watertight compartment with hoses could reduce the stability of the rig by __________.,progressive downflooding,reducing the level of drill water from the storage tanks,causing a list due to the water in the compartment,reducing the KG to minimum allowable,C
