FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
419,"If you have a duplex double acting reciprocating pump making 130 strokes/minute, with a 3"" diameter cylinder, a 10"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",37 gpm,74 gpm,123 gpm,18 gpm,B
420,Improper cooling of a cylinder liner due to scale deposits may cause_______________.,low compression pressure,piston seizure,increase lube oil consumption,poor contact between compression rinse and liner,B
421,"In a diesel engine closed freshwater cooling system, the amount  of coolant flowing through the heat exchanger is  controlled by the
                              .",suction pressure regulator,thermostatic bypass valve,sea water temperature,water level in the expansion tank,B
422,"In a diesel engine exhaust system, the cooling of the exhaust gases below their dew point, will result in__________.",increased engine back pressure,sulfuric acid corrosion,surface pitting of the turbocharger compressor blades,moisture impingement on the turbocharger compressor blading,B
423,"In a diesel engine jacket water cooler, with seawater cooling the fresh water, the __________.",sea water temperature must never be warmer than 40°F,jacket water pressure should always be greater than the sea water pressure,jacket water temperature must always be less than 60°F,jacket water pressure must always be less than the sea water pressure,B
424,"In a diesel engine, blow-by is a result of combustion gases leaking into the crankcase past the __________.",wrist pin bushings,compression rings,cylinder liner seals,cylinder liner sealing ring,B
425,"In a four-stroke/cycle diesel engine, the camshaft rotates at
                              .",twice the crankshaft speed,half the crankshaft speed,the same speed as the crankshaft,a speed independent of the crankshaft,B
426,"In a multi-burner firebox, a burner tip with a worn and  enlarged orifice will __________.",have no effect on the flow of oil if the proper pressure is maintained,result in an uneven flow of oil through the burner,cause a high fuel oil return line back pressure,cause smokeless and flameless combustion,B
427,"In a propulsion boiler, diesel oil is generally supplied to the burners when __________.",heavy smoking persists,lighting off a cold ship,a heavy fuel must be blended,it is necessary to compensate for overload capacity,B
428,"In a two-stroke/cycle diesel engine, the process   of scavenging begins as the                 .",piston nears and passes TDC,latter part of the downstroke,piston passes BDC,early part of the downstroke,B
429,"In addition to causing erosion of turbine blades, slugs of  water in the steam supply to a turbine driven pump can result in __________.",thermal shock to the bearings,erratic governor operation,loss of load with resultant turbine over speed,overheating of the wearing rings,B
430,"In an air register assembly, the largest quantity of air passes through the __________.",diffuser or impeller,stationary air foil or bladed cone,air door operating ring,atomizer assembly,B
431,"In comparison to straight flow mechanical atomizers, return flow atomizers provide relatively uniform atomization over a wide firing range due to the                          .",back pressure regulation resulting in more complete   combustion at high firing rates,oil supply pressure not having to be reduced at low loads to the point where poor atomization occurs,return flow atomizer being designed for best combustion at low firing rates,rotational motion imparted by the tangential slots being greater in the return flow atomizer,B
432,"In order to distribute the side pressures over a wide area  of the cylinder walls and liners, which of the listed types of pistons are used in modern low pressure air compressors?",Differential,Trunk,Barrel,Valve-in-head,B
433,Injection lag in a diesel engine may be caused by__________.,a higher cetane number of fuel oil,the diesel fuel used having a high viscosity,mechanical rigidity in the lube pump mechanism,a decrease in the fuel pump delivery pressure,B
434,"Intercoolers installed on starting air compressors, reduce the possibility of__________.",dust entering the high pressure stage,lube oil carbonization,discharge pulsations,interstage vapor lock,B
435,Internal combustion engine crankcase vent outlets must be equipped with             .,hinged rain guards,corrosion resistant flame screens,dipsticks for measuring oil levels,crankcase ventilation fans,B
436,It is desirable for an auxiliary boiler safety valve to pop open and reseat quickly to                      .,give warning that excessive boiler pressure has been reached,prevent wire drawing of the disc and seat,prevent valve pounding,provide sufficient blowdown,B
