FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
418,It was confirmed that the reason why the R-22 refrigerating system onboard cannot cool down the desired temp. of the refrigerated room is that the refrigerant solidified inside the evaporator coils. What is the most probable cause of this abnormalit,Icy water used in condenser cooling ,Too much oil mixed with refrigerant ,Excessive moisture contained in system,Too low temperature compressor cutoff,B
419,Kinetic energy is associated with _________.,heat,movement and relative velocity,degree of atomic and molecular motion,relative position in respect to datum reference level,B
420,Leaking valves in an air compressor can be caused by ____________.,excessive discharge pressure,abrasion by dust and dirt,excessive compressor speed,irregular compression strokes,B
421,Low stack gas temperature should be avoided to reduce __________.,economizer thermal stress,sulfuric acid formation,back pressure in the uptakes,air heater thermal stress,B
422,Lube oil cannot be efficiently filtered if its __________.,viscosity index is too low,temperature is too low,pump discharge pressure is higher than the system pressure,pump capacity is greater than the system's needs,B
423,Mechanical energy in transition is referred to as __________.,horsepower,work,heat,velocity,B
424,Mill files are always __________.,double cut,single cut,Swiss patterned,second cut,B
425,"Most of the liquid refrigerant to be removed from a system during a refrigerant recovery procedure, would be found in the _______.",condenser,receiver,hoses and lines,evaporator,B
426,Noise caused by condensate striking bends or fittings in a steam pipe line is called __________.,condensate depression,water hammer,piston slap,hydraulic lock,B
427,Oiling a file as a rust preventative may cause __________.,overheating,pinning,fast cutting,binding,B
428,"On a VESSEL, a fire pump may be used for other purposes if __________.",the other services are run off a reducing station with pressure gage,a separate fire pump is available for use on the fire main,all other services are operated by a manifold near the pump,all of the above conditions are met,B
429,"On a VESSEL, the possibility of a blowout makes which type of diesel engine shutdown desirable?",Overspeed trip.,Air inlet shut off.,Water injector.,Fuel cutoff valve.,B
430,"On an electro-hydraulic steering gear, which of the listed  devices will keep the rudder from over traveling the bridge  signal?",Rudder angle indicator,Follow-up gear,Electric transmitter,Rudder angle limit switch,B
431,"On many modern tankers, which of the following devices is used to reduce cargo pump leakage to the pump room bilge?",Flinger rings,Mechanical seals,Shaft sleeves,Clipper seals,B
432,"On small passenger vessels, separation of machinery and fuel tank spaces shall be __________.",provided between each of these spaces by watertight and/or  vaportight bulkheads,separated from accommodation spaces by watertight and/or vaportight bulkheads,not considered as essential,separated from accommodations spaces by non-continuous bulkheads,B
433,"On tank vessels using an automatic tape wells, free movement of the tape is normally checked by __________.",removing the side plate,operating the hand clutch,comparing with a hand tape,using litmus paste,B
434,"On trunk-type, single-acting high speed pistons, how is piston lubricated?",splash type,piston movement,piston-cylinder clearance,drilled rifle passages,B
435,"One distinct advantage of flash type evaporators, as compared to most other evaporators, is that in a flash evaporator shell __________.",high temperature distillate can be recirculated to induce additional flashing,scale formation is not a severe problem,cold shocking is more effective in removing scale,water purity is greatly increased at high capacity,B
436,One of the factors that effect the air-conditioning load is______________.,corrosion,solar radiation,Magnetic field ,heat transmission,B
437,"One of three available centrifugal salt water service pumps is in operation with a sea water temperature of 50°F.  The  cooling temperature of all systems supplied by this pump appear to be high.  Therefore, you should __________.",only need to start a second pump and operate it in parallel,"start a second pump and place it on line, close the discharge valve on the original pump and watch for a rise in the discharge pressure","after starting the second pump open the casing vent valve of the first pump, then secure the first pump",after starting the second pump secure the first pump and do nothing else with the salt water service system,B
438,One turn of the micrometer barrel will linearly move the spindle __________.,0.001 inch,0.025 inch,0.100 inch,0.250 inch,B
439,Overheating of a diesel engine cylinder can be caused by late fuel injectior or:,inadequate fuel injection,leaking fuel valve,high compression temperature,high exhaust temperature,B
440,Peculiar property of Babbit metal which makes it the best lining metal for crankpin and main bearings is,its soft and can be cast easily,it does not expand when heated,it can be scraped for easy fit,good conductivity for heat,B
441,"Permanent centrifugal pump shaft damage due to erosion, corrosion, and wear at the stuffing box is usually prevented by __________.",wearing rings,renewable sleeves,a hardened sprayed metal coating,internally flooded lantern rings,B
442,Phenolphthalein indicator is used to test boiler water for ___.,dissolved oxygen ,alkalinity,chloride content,hardness,B
443,"Positive displacement, helical gear pumps are well suited for pumping oil because __________.",stuffing boxes eliminate the leakage problems usually associated with other gear pumps,helical gear pumps are essentially self-priming and produce high suction lift,closely maintained design clearances in this pump is not necessary,helical gear pumps are designed with extreme tooth angles,B
444,P-tanks are filled through the __________.,discharge line,pressurized fill line,fill line by gravity,the hatch or manway in the top of the tank by gravity,B
445,Rapid fluctuations of absolute pressure in the last effect of a multi-effect submerged tube distilling plant will tend to cause __________.,scale formation with increased heat transfer,priming with increased salinity of distillate,slight foaming at the distillate feed pump,improved operating conditions at the brine pump,B
446,Refillable tanks used to ship CFC and HCFC refrigerants or  used to recover these refrigerants must meet the standards  of __________.,the United States Coast Guard,the United States Department of Transportation,Underwriters Laboratories,the Enviromental Protection Agency,B
447,Refrigeration system compressor crankcase sweating is an indication of __________.,insufficient lube oil circulating through the system,excessive circulation of lube oil through the system,insufficient refrigerant in the system,an overworked compressor,B
