FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
459,A fire in electrical equipment should be extinguished by using:,low-velocity fog,CO2,salt water,foam,B
460,A fire is considered under control when:,all hands are at their fire stations,the fire is contained and no longer spreading,the fixed systems are activated,all firefighting equipment is at the scene,B
461,A fire is discovered in the forepeak of a vessel at sea. The wind is from ahead at 35 knots. You should:,remain on course and hold speed,change course and put the stern to the wind,change course to put the wind on either beam and increase speed,remain on course but slack the speed,B
462,A fire starts on your vessel while refueling. You should first:,determine the source of the fire,sound the general alarm,stop the ventilation,attempt to extinguish the fire,B
463,"A fishing vessel that is required to have a fireman's outfit, must have all of the following in the outfit except a:",fire axe,combustible gas indicator,self-contained breathing apparatus,flashlight,B
464,A float-free arrangement for life rafts should have:   I. Painter system   II. Weak link   III. Hydrostatic release units,I and II,"I, II and III",II and III,I and III,B
465,A foam-type portable fire extinguisher would be most useful in combating a fire in,a piece of electrical equipment,flammable liquids or oil fires,solid materials such as wood or bales of fiber,combustible metallic solids,B
466,A galley grease fire on the stove may be extinguished using:,foam,the range hood extinguishing system,water,fire dampers,B
467,A galley grease fire would be classified as __________.,Class A,Class B,Class C,Class D,B
468,A gas-free certificate would usually be issued by a(n):,ABS marine surveyor,certified marine chemist,Coast Guard marine inspector,port engineer,B
469,"A grade ""E"" petroleum product is __________.",a flammable liquid,a combustible liquid,kerosene,light fuel oil,B
470,A health hazard term listed on a Material Safety Data Sheet (MSDS) that indicates allergic-like reaction in some people after repeated exposure is __________.,skin contact hazard,sensitizer,pyrophoric hazard,oxidizer,B
471,A high concentration of hydrogen sulfide gas is most likely to be found in which of the locations listed?,Fireroom bilges where hydrazine has accumulated.,Sewage compartment bilges where leaked sewage has accumulated.,Engine room bilges where chemical cleaners and solvents have accumulated.,Emergency battery storage compartment where discharge gases have accumulated.,B
472,"A kind of teaching- learning principle where the trainee must see why he should study something.
",graduated sequence,perceived purpose ,Affective Objective  ,Cognitive Objective ,B
473,"A large fire has developed in the HFO centrifuge room accessed by door ""E"".  To combat the fire you should __________.",only need to advance a hose team into the room without any additional preparatory action,immediately shut down ventilation for the involved space,only need to keep the door tightly closed until all the oil has been consumed by the fire,"set up a hose team to cool the closed door to set the boundary, then open the door and extinguish the fire using a type B-II extinguisher",B
474,"A large fire, involving class ""A"" material, has developed in the ship's galley. What should you do in combating this fire?",Advance the hose team into the galley without any preparatory action.,Cool adjoining horizontal and vertical surfaces before opening the galley door.,"Have a hose team cool the galley door, then open the door and extinguish the fire using a type B-II extinguisher.","Keep the galley door closed until all the class ""A"" material has been consumed by the fire.",B
475,A large GM will result in the vessel being _________?,stiff,tender,subjected to a long roll,good with transverse stability,B
476,A large oil fire on the deck of a ship can be fought most effectively with:,dry chemical,foam,Water (cartridge- operated),high-velocity fog,B
477,A life preserver or buoyant work vest is required to be worn on a vessel when a person is:,working on the rig floor,working over water,working on the pipe racks,operating line throwing equipment,B
478,A limit on the range of residual dynamic stability which can be considered effective is defined by which of the following?,Angle of maximum difference between ordinates of the righting arm curve and heeling arm curve,Whichever is the least among the selection,40 degrees,The angle of flooding,B
479,"A liquid having a flash point above 80deg.F, but below 150deg.F, would be termed a grade:",A flammable liquid,D combustible liquid,C flammable liquid,E combustible liquid,B
480,"A liquid, as listed on a Material Safety Data Sheet (MSDS) having a flash point at or above 100deg.F is called a/an:",explosive liquid,combustible liquid,flammable liquid,viscous liquid,B
481,"A man was sighted as he fell overboard.  After completing a Williamson turn, the man is not sighted.  What type of search should be conducted?",Expanding circle,Sector search,Parallel track pattern,Datum-drift search,B
482,"A Master may find it difficult to provide the necessary care for a gravely ill or injured crew on board. These are measures to be taken for the protection of the crew, EXCEPT:",to request instructions on the proper treatment ,Inject adrenaline immediately,medical advise should be signed by the Master,a message should be transmitted to Radio Medical  Center,B
