"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
384,"In the flow of one cycle of single phase AC current past any given point in a circuit, the maximum current peak occurs __________.",one time,two times,three times,four times,B
385,It is a kind of working gloves that should be used onboard when working on electrical jobs to avoid shock?,leather,Rubber,silk,Cotton,B
386,It is a measuring device where the reading can be indicated thru the expansion of a high resistance wire., Pressure gauge, Thermocouple, Compound gauge, Thermometer,B
387,It is an electric switch where  a circuit is connected to one part of another circuit in one position of a switch and to another part of the circuit in the other position.,Multi pole,Double throw,Double pole,Single throw,B
388,It is an electrical device being used to change the different speeds of an electric motor.,Thermostat,Rheostat,Resistor,Transformer,B
389,It is the electric device that controls the governor movement of a main diesel engine in an automated vessel.,Thermostatic Valve,Solenoid Valve,Voltage Relay,Thermistor Relay,B
390,It is the instrument being used to determine that the electrolyte of a wet battery is changed or not., Salinometer, Hydrometer, Ammeter, Voltmeter,B
391,It is the number of months interval for the insulation test of generators and motors as part of a good amintenance system.,3,6,9,12,B
392,It is the right time to use or install on tankers the elctric bonding cable to avoid explosion.,Before hose connection for loading,During oil cargo loading,Before opening cargo cleaning,After cargo hold cleaning,B
393,It is the value that will change if the resistors are connected in parallel in an electrical circuit.,Resonance,Impedance,Current,Voltage,B
394,Kilowatt load division between two parallel alternators is determined by the____________.,amount of field excitation to the leading machine,load speed characteristics of the governors,amount of field excitations to the lagging machine,number of field excitation to the lagging machine,B
395,Magnetic controller contacts may becomes welded together during operation because of__________.,an open coil,low contact pressure ,excessive ambient temperature,excessive magnet cap,B
396,Main propeller shaft rotation of a DC diesel-electric ship is normally reversed by __________.,reversing the field in the AC generator,reversing the field in the DC motor,reversing the diesel engine rotation,reversing the interpoles,B
397,Moisture absorbed in the windings or condensed on the surface of electrical machinery insulation __________.,is good for long term preserving since most insulation is organic and contains some amount,lowers the insulation value and is a common cause of fault  grounds in idle machines,will enhance insulation resistance only if it is fresh water and contains no salt,reduces the amount of current supplied or drawn by the machine so horsepower is limited,B
398,Most AC voltmeters are calibrated to indicate __________.,peak-to-peak voltage,root-mean-square voltage,average voltage,peak voltage only,B
399,Most three-phase induction motors used for driving engine room auxiliaries are started by __________.,resistor starters,across-the-line starters,impedance starters,reactor starters,B
400,Motor field can be tested by a/an____________.,voltmeter,megger ,wattmeter,ammeter,B
401,Motorization of an alternator is undesirable because,360,all of the above,the alternator will be damaged,high voltage pulses are induced in the bus,B
