FUNCTION 2: CARGO HANDLING AND STOWAGE AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
420,"In the case of vehicle ferry with bow doors, side doors or stern doors, where buoyancy of a superstructure is taken into account in the calculation of the stability information, and cross curves stability are based upon the assumption that ______________",such vessel has sufficient reserved buoyancy as manifested by a big freeboard,the vessel has positve metacentric height at the start of the voyage,such doors are secured weather tight before the ship proceeds to sea,the doors should remain watertight at the start of the voyage,C
421,"In the segregation of packages containing incompatible dangerous goods and stowed in the conventional way, what is meant by the single subsidiary risk label "2"?",""Separated longitudinally by an intervening complete compartment or hold from"",""Away from"",""Separated from"",""Separated by a complete compartment or hold"",C
422,"In the stowage of deck cargo, "cribbing" is __________.",nets placed across the hatch opening to keep the cargo from falling in the hatch,separation pieces used to keep cylinders upright and steady,placed on deck to support the cargo,shims for stowing baled cargo,C
423,"In waves, additional bending moments are created. The maximum bending moment is created when the ship is moving __________.",15 degrees to waves with range reaching 4 to 6 meters,head-on to waves with range reaching 5 to 10 meters,head-on to waves whose length is the same as that of the ship,following the waves whose length is 1/4 that of the shp,C
424,In what condition is LNG transported?,At its critical temperature.,At a pressure in excess of 15.4 PSIA.,At its boiling point.,All of the choices,C
425,"Is a solid or liquid substance which is capable of chemical reaction of producing gas at such a temperature, pressure and speed.",Flammable Solid,Flammable Liquid,Explosive,Radioactive cargoes ready to emit gas,C
426,It indicates the volume of the cargo and passenger spaces in a ship which produce the revenue.,panama canal tonnage,gross tonnage ,net tonnage,summer displacement,C
427,"It is a receipt signed by the master or the agent on behalf of the ship owner, for goods received on board or elsewhere into the ship owner's custody.",Mate's receipt,Time sheet,Bill of Lading,Statement of facts,C
428,It is necessary to secure the forced ventilation to a compartment where there is a fire to __________. ,allow the exhaust fans to remove smoke,extinguish the fire by carbon monoxide smothering,prevent additional oxygen from reaching the fire,protect fire fighting personnel from smoke,C
429,It is the distance between the center of the ring and the upper edge of the deck line.,summer draft,winter freeboard,summer freeboard,tropical freeboard,C
430,It was formed by a group of marine underwriters and the Coast Guard for the purpose of reducing losses of grain ships. ,National Grains Authority,American Bureau of Shipping,National Cargo Bureau ,Federal Grains Authority,C
431,Lighter longitudinal stiffening frames on the vessels side plating are called:,side stiffeners,side framers,stringers,intercoastal,C
432,Liquified gas carrier with cargo at (-) 161 degrees C is called ____.,LPG ships,Refrigerated Petroleum ships,LNG ships,all of the above,C
433,"LNG boil-off is used as fuel in the dual fuel system to produce steam in the boilers to run the turbines. What happens under slow maneuvering speeds, due to excessive steam being generated?",The boil-off is vented to the atmosphere,The boil-off is not permitted to be used as a fuel,"The steam produced in the boiler, due to the dual fuel system, is dumped to the main condenser",The steam is vented to the atmosphere to prevent excess build-up of pressure in the boiler,C
434,Loading computers will show flashing or audio alarms to mean that _________,overloading arrangements can then be undertaken,drafts are exceeded than the limitation imposed by the port,limiting lines are exceeded for SF and/ or BM,All of the above,C
435,"Longitudinal curvature of a deck, measured vertically from amidships to the deck, at aft or forward perpendiculars.",deck camber,length between perpendiculars (LBP),deck sheer,deck strake or plating,C
436,Lumber is shipped in loose board lots and packaged lots. Cargo handlers should plan carefully to reduce lost space in handling packaged lumber. Which statement is true?,Lumber may be stowed on deck only and must be securely lashed.,"The use of 1/2 inch manila rope made fast to pad eyes on deck and secured with turnbuckles, pear links, and slip hooks on top of the cargo is a suitable method of lashing. ",Lumber may be unitized for easier handling by making up drafts of uniform size and banding the cargo so that each draft is handled as a single quantity.,"When finished lumber is being loaded, cargo handlers should use ¾ chain for hoisting. Hooks should be used on finished lumber",C
437,Manhole covers fitted outside a tank are circular or elliptical but when fitted inside the tank they are ________________.,circular in order to facilitate the entry of hose for tank cleaning,elliptical in order to facilitate the entry of natural light from the sun,elliptical in order to facilitate withdrawal,circular in order to provide strength and toughness especially the openning,C
438,Many of the substances assigned to classes under the IMDG Code are deemed as:,hazardous to plants and animals,hazardous to environment,marine pollutant,all of th choices,C
439,Modern collier or bulk carrier tanks are fitted with _____________ to give adequate ballast capacity and thus adequate stability and draft when in ballast conditions.,wing tanks,SBT connected to the DBT,topside and hopper tanks,heeling and stabilizer tanks,C
440,Mooring lines used during mooring and unmooring operations which melt the easiest.,dacron,wire,polypropylene,nylon,C
441,Most petroleum vapors are:,lighter than air,weightless,heavier than air,of the same density as air,C
442,Mousing a cargo hook with marline or small line:,increases the lifting capacity of the hook,protects the hook from the sling ring,prevents the sling ring from coming out of the hook,all of the choices,C
443,Mousing a cargo hook with marline or small line:,increases the lifting capacity of the hook,protects the hook from the sling ring,prevents the sling ring from coming out of the hook,all of the choices,C
444,Net weight of the product is calculated on what temperature? ,20 deg. Celsius ,32 deg. Celsius ,15 deg. Celsius,0 deg. Celsius ,C
445,Oil shall not be carried in any space extending forward of the:,transverse bulkhead,forward perpendicular,collision bulkhead,any of the choices,C
446,Oil tanker design rules require that petroleum cargo tanks are separated from accommodation by,the pump room,a ballast tank,a cofferdam,reinforced bulkheads,C
447,"On a multiple-product chemical tanker carrying cargoes of butyric acid, propylene oxide, and octyl alcohol. Which statement is TRUE?",Butyric acid is incompatible with octyl alcohol but not propylene oxide.,Octyl alcohol is incompatible with both butyric acid and propylene oxide.,Propylene oxide may not be stowed in a tank adjacent to butyric acid,All of these cargoes are compatible.,C
448,"On a vessel of 12,000 tons displacement, a tank 60 feet long, 50 feet wide and 20 feet deep is half filled with fresh water (SG 1.000) while the vessel is floating in saltwater (SG 1.026). What is the reduction in metacentric height due to free surface?",1.35 ft.,0.97 ft.,1.44 ft.,1.01 ft,C
449,"On each loading condition there is a profile plan, color scheme is adopted for each item of deadweight, examples of color coding are the following except:",blue for fresh water,green for water ballast ,brown for cargo,none of these choices,C
450,"On the single-screw vessel, a function of the stern frame is:",providing foundations for the main propulsion engines, providing foundations for after mooring winches,"furnishing support to the rudder, propeller shaft and transom frame",transferring the driving force of the propeller to the hull,C
451,Overcarriage is best prevented by _________.,assuring heavy cargo is stowed low in the vessel,checking the vessel's load line calculations carefully,inspection of the hold at completion of discharge,stowing the cargo which is to be discharged last on the bottom,C
