FUNCTION 3: CONTROLLING OF OPERATION OF THE SHIP ANDCARE FOR PERSONS ON BOARD AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
618,Spontaneous combustion could occur in ____________.,paint thinner in an open can,fuel accumulation in the bilge,oily rag in an unvented compartment,gasoline stored in steel drums,C
619,Storage batteries should be charged in a well ventilated area because:,of the toxic fumes they emit,they generate heat,they emit hydrogen,they recharge faster in a well ventilated space,C
620,Strategic Thinking Capability of a leader includes:,"the ability to predict what will work and what will not, will always keep you focused and alert",he does everything on his own but he may also gain the participation of everyone.,the ability to scrutinize and evaluate situations and come out with a development plan for the betterment of the organization,"the ability to foresee the problems that will crop up in the future, thereby informing everyone of than impending problem",C
621,"Tank is partially filled with oil with SG of 0.93. The tank measures 23 feet long and 12 feet wide. If the displacement is 1,350 tons, what is the apparent rise in G?",0.0435 ft.,0.0436 ft.,0.0432 ft.,0.0441 ft.,C
622,Temporary Certificates of Inspection are effective until the __________. ,load Line Certificate is renewed,soles Certificate is issued,permanent Certificate of Inspection is issued,classification society approval is issued,C
623,Term applied to the bottom shell plating in a double bottom ship is ______.,bottom floor,shear plating,outer bottom,tank top,C
624,"The "ABC-Rules" are an important part of the First Aider's know-how. What does the First Aid ABC-rules stand for? ",Air Breathing Condition,Anything But Continuation,Airway Breathing Circulation ,Air Breaking Circulation,C
625,The airborne concentrations of substances (such as hydrogen sulfide) under which nearly all workers may be repeatedly exposed without adverse effects are called:,exposure limits,concentration limits,threshold limit values,substance limit values,C
626,The best form of assessment of training on board ship is ______.,acting as assistant in repairing a shipboard safety equipment,acting as assistant in an unusual mooring operations,demonstrating competence in the work place,observing the trainee in performance of duty,C
627,The Bosun assaults the Chief Mate and injures him with a whisky bottle while the ship is underway. The incident was logged in the Official Logbook. The Bosun was suspended on what grounds?,The Chief Mate and Master must testify as to the facts of the assault,The case will be dismissed if the logbook entries are not properly entered,The logging of factual details in the logbook will serve as prima facie evidence as long as it is legally compliant with the law,Attempted murder can be pursued against the Bosun only if there is more than one eyewitness,C
628,The bottom row of plating next to the keel of a lifeboat is known as the __________.,sheer strake,keel rib,garboard strake,bilge strake,C
629,"The buoyant smoke signal shall have the following statements, except:",be contained in a water-resistant casing ™,not ignite explosively when used in accordance with the manufacturer's operating instructions,have lengthy instructions or diagrams clearly illustrating the use of the buoyant smoke signal printed on its casing.,emit smoke of a highly visible color at a uniform rate for a period of not less than 3 min when floating in calm water ,C
630,The chapter of the 1995 STCW convention that concerns the master and deck department is:,V,III,II,I,C
631,The class of fire considered as one involving electrical equipment is:,class 'A',class 'B',class 'C',class 'D',C
632,"The complexity of most of the onboard operations places them beyond the control of one individual, and the only efficient way to tackle process improvement is through the use of teamwork. Teamwork has many advantages, except:",a greater variety of complex issues can be tackled by pooling expertise and resources,"problems are exposed to a greater diversity of knowledge, skill and experience",the approach boosts morale and avoid collective decision making,the recommendations are more likely to be implemented than if they come from an individual.,C
633,The dangerous cargo manifest does NOT indicate:,the stowage location of hazardous material aboard the vessel,UN identification numbers,the net weight of each hazardous cargo,"a description of the packaging (drums, boxes, etc.)",C
634,The difference between the average of the forward and aft drafts is.,List,Heel,Trim,Flotation,C
635,The displacement or tonnage of a vessel when floating on sea water exactly on her maximum summer draft is called its:,net tonnage,gross tonnage,loaded displacement,light displacement,C
