FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
846,What is characteristic of an isophase light?,"4 sec. flash, 2 sec. eclipse, 3 sec. flash, 2 sec. eclipse","2 sec. flash, 5 sec. eclipse","1 sec. flash, 1 sec. eclipse","6 sec. flash, 3 sec. eclipse",C
847,What is the accuracy of the AIS information?,The accuracy can be compared with the accuracy of radar,The accuracy is not so good,The accuracy is as good as the transmitted accuracy,The accuracy is good,C
848,What is the action that a GMDSS Radio Operator should take when a DSC distress alert is received?,The Operator should immediately set continuous watch on VHF channel 70.,The Operator should immediately set continuous watch on the NBDP frequency that is associated with the frequency band on which the distress alert was received.,The operator should immediately set continuous watch on the radiotelephone frequency that is associated with the frequency band on which the distress alert was received.,"No action is necessary, as the DSC control unit will automatically switch to the NBDP follow-on communications frequency.",C
849,What is the dividing meridian between zone description -7 and -8 is: ,157° 30W,120°. 30E,112° 30E,112° 30 W,C
850,What is the horizontal intensitys component along a geographic or true meridian? ,East component ,West component  ,North component,South component,C
851,What is the IMO minimum display requirements for AIS?,AIS information on ARPA,AIS information on ECDIS,AIS information on MKD,AIS information on Radar,C
852,What is the length of a nautical mile?,"1,800 meters","2,000 yards","6,076 feet","5,280 feet",C
853,What is the meaning of the signal DX RQ when sent by the international code of signals?,The call sign of a vessel registered in the Philippines,The damage can be repaired at sea.,Are you sinking?,There are no tugs available.,C
854,What is the minimum permit or license requirement of a GMDSS Radio Maintainer?,Holding the Marine Radio Operator Permit is a pre-requisite before the GMDSS Maintainer Endorsement can be obtained,Holding the GMDSS Radio Operator license for at least one year is a prerequisite to holding the GMDSS Radio Maintainer license,Holding the GMDSS Radio Maintainer license is sufficient,Holding a valid GMDSS Radio Operator license is sufficient,C
855,What is the primary source of the earth's weather?,The oceans,The moon,The sun,The solar system,C
856,What is the quantity of water vapour present in the atmosphere called?,Dew point,Relative humidity,Humidity,Absolute humidity,C
857,What is the radiotelephone safety signal? ,""Safety" repeated 3 times",""Pan Pan" repeated 3 times",""Securite" repeated 3 times",""Securite Security" repeated 3 times",C
858,What is the recommended safe passing distances off a minesweeping vessel engaged on mine clearance duties?,half a mile,1 cable,1 km,1 mile,C
859,What is the relative bearing of an object broad on the starboard quarter?,045°,090°,135°,225°,C
860,"What is the term referred to any material such as coil, oil, gas, wood that burns to supply heat or power?",Steam ,Electricity ,Fuel ,Water ,C
861,What is the term to identify the area within defined limit in which one way traffic is established?,recommended track,separation line,traffic lane,deep water lane,C
862,What is the whistle signal used to indicate a power-driven vessel leaving a dock?,No signal is necessary,Three short blasts,One prolonged blast,One short blast,C
863,What is usually the first step for a GMDSS Radio Operator to take when initiating a distress priority message via INMARSAT?,Contacting the CES operator and announcing a distress condition is in existence,"Contacting the CES operator using the radiotelephone distress procedure "Mayday"...etc.","Pressing a "Distress Key" on the equipment",Dialing the correct code on the telephone remote unit,C
864,"What level of development of a tropical cyclone has a hundred mile radius of circulation, gale force winds, less than 990 millibars of pressure and vertically formed cumulonimbus clouds?",A tropical disturbance,A tropical depression,A tropical storm,A typhoon,C
865,What light must a sailing vessel under 7 meters or a vessel under oars carry if she does not carry sidelights and a sternlight?,"She must have a combo lights showing red, white and green lights",She must have a combined lantern showing red and green lights,She must have ready at hand a lighted lantern or an electric torch showing a white light,No necessary lights to carry,C
866,What lights may a vessel engaged in fishing show in order to attract the attention of an approaching vessel?,May switch on the deck light to illuminate their decks,May direct the high intensity light in the direction of a danger to the approaching vessel,May direct the beam of their search light in the direction of a danger to the approaching vessel,All of the choices ,C
867,"What magnetic compass corrector(s) CANNOT be set while the vessel is on heading of magnetic north or magnetic south?",Athwartships magnets,Heeling magnet,Flinders bar,"All of the above can be set on magnetic north or magnetic south headings",C
868,What publication/s should a GMDSS Operator consult regarding the proper set-up and operation of vessel equipment?,"Code of Federal Regulations, Title 47, Part 80, Subpart W`",Part 90 of the FCC Rules and Regulations,The manufacturers instruction manuals,ITU Publications,C
